"송학동","합계",8283,8695,9585
"송학동","7세",108,108,89
"송학동","8세",123,108,114
"송학동","9세",110,85,109
"송학동","10세",109,105,91
"송학동","11세",102,125,107
"송학동","12세",100,114,130
"신동","합계",22830,23893,23507
"신동","7세",51,54,51
"신동","8세",79,58,54
"신동","9세",92,53,56
"신동","10세",76,51,52
"신동","11세",66,79,56
"신동","12세",88,83,81
"영등1동","합계",23176,21580,20669
"영등1동","7세",197,130,132
"영등1동","8세",217,152,139
"영등1동","9세",223,155,156
"영등1동","10세",220,195,153
"영등1동","11세",187,215,188
"영등1동","12세",266,213,207
"팔봉동","합계",6836,6802,6647
"팔봉동","7세",72,60,43
"팔봉동","8세",64,71,55
"팔봉동","9세",65,38,62
"팔봉동","10세",48,73,36
"팔봉동","11세",64,61,72
"팔봉동","12세",53,72,65
"삼성동","합계",31089,30995,29875
"삼성동","7세",285,286,228
"삼성동","8세",356,305,284
"삼성동","9세",367,299,290
"삼성동","10세",342,311,281
"삼성동","11세",348,400,301
"삼성동","12세",386,397,380
"영등2동","합계",14662,13488,12838
"영등2동","7세",148,136,96
"영등2동","8세",181,133,137
"영등2동","9세",180,140,126
"영등2동","10세",171,135,138
"영등2동","11세",190,163,132
"영등2동","12세",214,172,161
"어양동","합계",25233,23368,22582
"어양동","7세",279,228,160
"어양동","8세",312,208,209
"어양동","9세",281,263,209
"어양동","10세",304,247,254
"어양동","11세",287,284,241
"어양동","12세",322,268,283
"신태인읍","합계",5199,4833,4834
"신태인읍","7세",24,19,23
"신태인읍","8세",43,26,19
"신태인읍","9세",28,19,26
"신태인읍","10세",25,21,20
"신태인읍","11세",24,31,19
"신태인읍","12세",36,19,28
"북면","합계",4254,4057,4091
"북면","7세",18,20,12
"북면","8세",26,10,18
"북면","9세",20,28,9
"북면","10세",24,14,28
"북면","11세",17,23,10
"북면","12세",22,18,22
"입암면","합계",2646,2452,2458
"입암면","7세",X,X,6
"입암면","8세",10,6,X
"입암면","9세",16,10,6
