"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","도서관수","도서관(실)총좌석수","사서자격증보유","사서자격증미보유","자료구입비예산액","운영비예산액"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000603","마룡초등학교","02","공립","N","","1","20","0","0","4300000","73000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000604","무녀도초등학교","02","공립","N","","0","0","0","0","1850000","0"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000605","문창초등학교","02","공립","N","","1","33","0","0","5370000","1500000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000606","미룡초등학교","02","공립","N","","1","30","0","0","6000000","2232000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000607","발산초등학교","02","공립","N","","1","12","0","0","4281000","1835000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000610","서수초등학교","02","공립","N","","1","40","0","0","4800000","1210000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000613","성산초등학교","02","공립","N","","1","29","0","1","5756000","1600000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000615","술산초등학교","02","공립","N","","1","30","0","0","4000000","600000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000616","신시도초등학교","02","공립","N","","1","6","0","0","4000000","1000000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000618","군산신풍초등학교","02","공립","N","","1","31","0","0","6934000","300000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000621","오봉초등학교","02","공립","N","","1","24","0","0","5105000","1000000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000622","옥구초등학교","02","공립","N","","1","16","0","0","5560000","2540000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000623","옥봉초등학교","02","공립","N","","1","30","0","0","5100000","700000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000624","옥산초등학교","02","공립","N","","1","24","0","0","6315000","2240000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000626","임피초등학교","02","공립","N","","1","13","0","0","6430000","1000000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000627","창오초등학교","02","공립","N","","1","24","0","0","4284000","2000000"
"전북특별자치도교육청","전북특별자치도군산교육지원청","전북특별자치도 군산시","S130000629","회현초등학교","02","공립","N","","1","32","0","0","6650000","2600000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000700","공덕초등학교","02","공립","N","","1","5","0","0","5722000","300000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000701","광활초등학교","02","공립","N","","1","30","0","0","5210000","2204000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000702","금구초등학교","02","공립","N","","1","30","0","0","5236000","2700000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000704","금산초등학교","02","공립","N","","1","20","0","0","3995000","1000000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000705","김제검산초등학교","02","공립","N","","1","40","0","0","13332000","3900000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000706","김제동초등학교","02","공립","N","","1","34","0","0","10400000","27358000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000707","김제북초등학교","02","공립","N","","1","16","0","0","6469000","2361000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000708","김제중앙초등학교","02","공립","N","","1","95","0","0","8520000","3500000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000710","김제초등학교","02","공립","N","","1","30","0","0","9322000","1250000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000711","난산초등학교","02","공립","N","","1","22","0","1","5700000","4160000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000712","남양초등학교","02","공립","N","","1","14","0","0","5000000","2130000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000713","만경초등학교","02","공립","N","","1","14","0","1","5280000","500000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000715","백구초등학교","02","공립","N","","1","32","0","0","5160000","2100000"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000716","백석초등학교","02","공립","N","","1","20","0","1","6557000","5200000"
