"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","연간학생대출자료수","전년도전체학생수","연간학생대출자수","1인당대출자료수"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000949","변산초등학교","02","공립","N","","512","45","377","11.4"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000952","부안남초등학교","02","공립","N","","1021","61","267","16.7"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000953","부안동초등학교","02","공립","N","","10841","760","5690","14.3"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000954","부안초등학교","02","공립","N","","4745","265","3032","17.9"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000955","상서초등학교","02","공립","N","","150","12","100","12.5"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000956","영전초등학교","02","공립","N","","37","17","14","2.2"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000957","우덕초등학교","02","공립","N","","684","26","268","26.3"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000959","위도초등학교","02","공립","N","","210","19","200","11.1"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000964","주산초등학교","02","공립","N","","48","15","45","3.2"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000966","줄포초등학교","02","공립","N","","150","48","120","3.1"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000967","창북초등학교","02","공립","N","","2200","46","440","47.8"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000968","하서초등학교","02","공립","N","","1240","25","310","49.6"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000969","행안초등학교","02","공립","N","","0","97","0","0"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001009","구림초등학교","02","공립","N","","325","18","325","18.1"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001010","금과초등학교","02","공립","N","","188","11","93","17.1"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001013","동계초등학교","02","공립","N","","572","28","28","20.4"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001014","동산초등학교","02","공립","N","","502","33","502","15.2"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001015","복흥초등학교","02","공립","N","","135","27","27","5"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001017","순창중앙초등학교","02","공립","N","","2844","226","1945","12.6"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001018","순창초등학교","02","공립","N","","3461","310","2168","11.2"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001019","시산초등학교","02","공립","N","","10","24","2","0.4"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001020","쌍치초등학교","02","공립","N","","500","20","40","25"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001022","옥천초등학교","02","공립","N","","11","38","11","0.3"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001024","유등초등학교","02","공립","N","","6000","24","2000","250"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001025","인계초등학교","02","공립","N","","3112","24","205","129.7"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001026","적성초등학교","02","공립","N","","250","16","11","15.6"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001027","팔덕초등학교","02","공립","N","","97","35","71","2.8"
"전북특별자치도교육청","전북특별자치도순창교육지원청","전북특별자치도 순창군","S130001028","풍산초등학교","02","공립","N","","87","18","17","4.8"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001058","가천초등학교","02","공립","N","","546","26","546","21"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001059","간중초등학교","02","공립","N","","716","48","191","14.9"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001061","삼우초등학교","02","공립","N","","1230","73","486","16.8"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001062","고산초등학교","02","공립","N","","2155","125","1340","17.2"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001064","구이초등학교","02","공립","N","","1301","65","815","20"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001065","남관초등학교","02","공립","N","","569","21","200","27.1"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001066","대덕초등학교","02","공립","N","","622","56","608","11.1"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001067","동상초등학교","02","공립","N","","72","21","52","3.4"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001068","동양초등학교","02","공립","N","","218","26","26","8.4"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001069","봉동초등학교","02","공립","N","","20702","521","12273","39.7"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001070","봉동초등학교양화분교장","02","공립","N","","200","36","30","5.6"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001071","봉서초등학교","02","공립","N","","14019","1036","7601","13.5"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001072","봉성초등학교","02","공립","N","","715","81","60","8.8"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001073","비봉초등학교","02","공립","N","","780","73","242","10.7"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001075","삼례동초등학교","02","공립","N","","0","121","0","0"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001076","삼례중앙초등학교","02","공립","N","","1910","190","1208","10.1"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001077","삼례초등학교","02","공립","N","","12700","235","6300","54"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001078","상관초등학교","02","공립","N","","3258","157","1843","20.8"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001079","소양서초등학교","02","공립","N","","1110","59","621","18.8"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001080","소양초등학교","02","공립","N","","222","64","57","3.5"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001081","송광초등학교","02","공립","N","","538","34","346","15.8"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001082","용봉초등학교","02","공립","N","","1261","145","488","8.7"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001083","용진초등학교","02","공립","N","","460","65","220","7.1"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001084","운주초등학교","02","공립","N","","100","24","6","4.2"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001086","이서초등학교","02","공립","N","","8834","424","5960","20.8"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001087","이성초등학교","02","공립","N","","1551","41","1059","37.8"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001088","청명초등학교","02","공립","N","","443","37","36","12"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001089","청완초등학교","02","공립","N","","4913","420","3258","11.7"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001090","태봉초등학교","02","공립","N","","539","44","158","12.3"
"전북특별자치도교육청","전북특별자치도완주교육지원청","전북특별자치도 완주군","S130001091","화산초등학교","02","공립","N","","1250","56","350","22.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001151","금마초등학교","02","공립","N","","1388","167","1015","8.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001153","낭산초등학교","02","공립","N","","1552","27","826","57.5"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001154","다송초등학교","02","공립","N","","936","21","18","44.6"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001155","망성초등학교","02","공립","N","","53","22","29","2.4"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001156","미륵초등학교","02","공립","N","","577","27","114","21.4"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001157","삼기초등학교","02","공립","N","","36","16","14","2.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001158","석불초등학교","02","공립","N","","109","13","72","8.4"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001160","성당초등학교","02","공립","N","","587","42","335","14"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001162","성북초등학교","02","공립","N","","103","31","56","3.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001166","여산초등학교","02","공립","N","","1500","92","300","16.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001167","영만초등학교","02","공립","N","","712","489","102","1.5"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001168","오산남초등학교","02","공립","N","","546","87","182","6.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001169","오산초등학교","02","공립","N","","2049","77","1167","26.6"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001170","왕궁남초등학교","02","공립","N","","418","14","18","29.9"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001171","왕궁초등학교","02","공립","N","","19","40","8","0.5"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001172","왕북초등학교","02","공립","N","","103","39","32","2.6"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001173","용남초등학교","02","공립","N","","345","19","103","18.2"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001174","용북초등학교","02","공립","N","","612","15","510","40.8"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001175","용산초등학교","02","공립","N","","232","57","58","4.1"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001176","용성초등학교","02","공립","N","","2180","16","1090","136.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001177","용안초등학교","02","공립","N","","120","24","24","5"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001179","웅포초등학교","02","공립","N","","1199","25","323","48"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001180","이리계문초등학교","02","공립","N","","308","72","223","4.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001181","이리고현초등학교","02","공립","N","","1423","305","1318","4.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001182","이리남창초등학교","02","공립","N","","0","64","0","0"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001183","이리남초등학교","02","공립","N","","2687","58","2370","46.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001184","이리동남초등학교","02","공립","N","","2581","303","1736","8.5"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001185","이리동북초등학교","02","공립","N","","1669","262","1170","6.4"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001186","이리동산초등학교","02","공립","N","","17765","608","11056","29.2"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001187","이리동초등학교","02","공립","N","","334","435","232","0.8"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001188","이리마한초등학교","02","공립","N","","1334","371","1203","3.6"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001189","이리모현초등학교","02","공립","N","","23710","881","13682","26.9"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001190","이리백제초등학교","02","공립","N","","16503","564","10587","29.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001191","이리부송초등학교","02","공립","N","","6548","384","400","17.1"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001192","이리부천초등학교","02","공립","N","","7816","508","4064","15.4"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001193","이리북일초등학교","02","공립","N","","581","116","358","5"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001194","이리북초등학교","02","공립","N","","4532","189","752","24"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001195","이리삼성초등학교","02","공립","N","","1759","57","898","30.9"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001196","이리서초등학교","02","공립","N","","3367","484","1892","7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001197","이리석암초등학교","02","공립","N","","250","34","35","7.4"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001198","이리송학초등학교","02","공립","N","","15116","436","9708","34.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001199","이리신동초등학교","02","공립","N","","1116","147","881","7.6"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001200","이리신흥초등학교","02","공립","N","","256","60","170","4.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001201","익산어양초등학교","02","공립","N","","2483","680","2157","3.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001202","이리영등초등학교","02","공립","N","","35513","661","20336","53.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001203","이리중앙초등학교","02","공립","N","","32","105","32","0.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001204","이리초등학교","02","공립","N","","2246","293","826","7.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001205","이리팔봉초등학교","02","공립","N","","2459","328","1450","7.5"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001206","익산초등학교","02","공립","N","","4685","409","3356","11.5"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001207","천서초등학교","02","공립","N","","753","46","655","16.4"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001208","춘포초등학교","02","공립","N","","2779","79","1659","35.2"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001209","함라초등학교","02","공립","N","","272","24","272","11.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001210","함열초등학교","02","공립","N","","1763","229","180","7.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001211","황등남초등학교","02","공립","N","","242","128","163","1.9"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001212","황등초등학교","02","공립","N","","363","44","270","8.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001213","흥왕초등학교","02","공립","N","","515","16","350","32.2"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001308","갈담초등학교","02","공립","N","","1270","20","706","63.5"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001311","관촌초등학교","02","공립","N","","448","80","392","5.6"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001313","대리초등학교","02","공립","N","","0","37","0","0"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001314","덕치초등학교","02","공립","N","","230","9","30","25.6"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001316","삼계초등학교","02","공립","N","","15","14","14","1.1"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001318","성수초등학교","02","공립","N","","627","36","523","17.4"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001320","신평초등학교","02","공립","N","","100","20","50","5"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001322","오수초등학교","02","공립","N","","2483","66","1553","37.6"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001323","운암초등학교","02","공립","N","","212","9","9","23.6"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001324","마암초등학교","02","공립","N","","2467","46","803","53.6"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001325","임실기림초등학교","02","공립","N","","225","43","218","5.2"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001327","임실초등학교","02","공립","N","","4117","328","308","12.6"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001328","지사초등학교","02","공립","N","","20","23","4","0.9"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001329","청웅초등학교","02","공립","N","","1150","17","240","67.6"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001352","계남초등학교","02","공립","N","","150","27","91","5.6"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001353","계북초등학교","02","공립","N","","282","32","199","8.8"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001358","번암초등학교","02","공립","N","","570","40","190","14.3"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001359","번암초등학교동화분교장","02","공립","N","","140","12","120","11.7"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001360","산서초등학교","02","공립","N","","410","42","50","9.8"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001361","수남초등학교","02","공립","N","","1490","37","1418","40.3"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001365","장계초등학교","02","공립","N","","5482","181","3333","30.3"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001366","장수초등학교","02","공립","N","","8588","331","4131","25.9"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001368","천천초등학교","02","공립","N","","424","22","232","19.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001423","전주금암초등학교","02","공립","N","","791","217","450","3.6"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001424","전주금평초등학교","02","공립","N","","5495","218","4902","25.2"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001425","전주기린초등학교","02","공립","N","","4972","448","2659","11.1"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001426","전주남초등학교","02","공립","N","","2296","311","1613","7.4"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001427","전주대성초등학교","02","공립","N","","1066","47","621","22.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001428","전주덕일초등학교","02","공립","N","","615","226","460","2.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001429","전주덕진초등학교","02","공립","N","","991","106","401","9.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001431","전주동북초등학교","02","공립","N","","6213","154","5044","40.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001432","전주동신초등학교","02","공립","N","","4905","521","3840","9.4"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001433","전주동초등학교","02","공립","N","","1465","233","1436","6.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001434","전주만성초등학교","02","공립","N","","16940","1412","7429","12"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001435","전주문정초등학교","02","공립","N","","1166","66","487","17.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001436","전주미산초등학교","02","공립","N","","108","48","58","2.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001437","전주반월초등학교","02","공립","N","","6866","467","4329","14.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001438","전주북일초등학교","02","공립","N","","5433","549","5414","9.9"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001439","전주북초등학교","02","공립","N","","3887","441","2727","8.8"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001440","전주삼천남초등학교","02","공립","N","","2263","358","1708","6.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001441","전주삼천초등학교","02","공립","N","","1877","351","1242","5.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001442","전주서곡초등학교","02","공립","N","","5365","632","3769","8.5"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001443","전주서문초등학교","02","공립","N","","5116","358","3167","14.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001444","전주서신초등학교","02","공립","N","","7722","519","4307","14.9"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001445","전주서원초등학교","02","공립","N","","798","403","258","2"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001446","전주서일초등학교","02","공립","N","","13721","628","8864","21.8"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001447","전주서천초등학교","02","공립","N","","2245","348","1627","6.5"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001448","전주송북초등학교","02","공립","N","","12434","547","7954","22.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001449","전주송원초등학교","02","공립","N","","2872","484","2159","5.9"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001450","전주송천초등학교","02","공립","N","","1301","638","575","2"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001451","전주신동초등학교","02","공립","N","","11499","575","7453","20"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001452","전주신성초등학교","02","공립","N","","10797","417","5653","25.9"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001453","전주아중초등학교","02","공립","N","","1852","201","763","9.2"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001454","전주양지초등학교","02","공립","N","","6181","313","3651","19.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001455","전주완산서초등학교","02","공립","N","","772","231","710","3.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001456","전주완산초등학교","02","공립","N","","106","63","83","1.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001457","전주용덕초등학교","02","공립","N","","2200","97","1102","22.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001458","전주용흥초등학교","02","공립","N","","6888","662","5329","10.4"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001459","전주우전초등학교","02","공립","N","","12319","818","7802","15.1"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001460","전주원동초등학교","02","공립","N","","1162","96","662","12.1"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001461","전주인봉초등학교","02","공립","N","","9312","870","5626","10.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001462","전주인후초등학교","02","공립","N","","5987","865","4361","6.9"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001463","전주장동초등학교","02","공립","N","","212","106","106","2"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001464","전주전라초등학교","02","공립","N","","13151","580","6653","22.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001465","전주전일초등학교","02","공립","N","","2331","220","1748","10.6"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001466","전주조촌초등학교","02","공립","N","","3663","750","2779","4.9"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001467","전주중산초등학교","02","공립","N","","3955","490","2100","8.1"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001468","전주중앙초등학교","02","공립","N","","638","87","319","7.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001469","전주중인초등학교","02","공립","N","","148","97","93","1.5"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001470","전주지곡초등학교","02","공립","N","","17323","949","9460","18.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001471","전주진북초등학교","02","공립","N","","7080","204","6635","34.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001472","전주초등학교","02","공립","N","","3577","260","2568","13.8"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001473","전주초포초등학교","02","공립","N","","1977","238","1314","8.3"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 덕진구","S130001474","전주팔복초등학교","02","공립","N","","77","66","66","1.2"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001475","전주평화초등학교","02","공립","N","","662","244","475","2.7"
"전북특별자치도교육청","전북특별자치도전주교육지원청","전북특별자치도 전주시 완산구","S130001476","전주풍남초등학교","02","공립","N","","3162","162","2171","19.5"
